key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-496397721,FishBargain: An LLM-Empowered Bargaining Agent for Online Fleamarket Platform Sellers,2025,,,WWW Companion 2025 - Companion Proceedings of the ACM Web Conference 2025,,,,2855-2858,"Kong, D. and Yan, X. and Chen, M. and Han, S. and Chen, J. and Huang, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009231660&doi=10.1145%2F3701716.3715176&partnerID=40&md5=cbbbee1f455104e2f3e4863f03c06a37,English,,,,"Export Date: 08 April 2026; Conference name: 34th ACM Web Conference, WWW Companion 2025; Conference date: 28 April 2025 through 2 May 2025; Conference code: 209280",10.1145/3701716.3715176,Bargaining;Large Language Model;Proactive Dialogue;Electronic commerce;Investments;Bargaining;Business to consumer E commerces;Commerce platforms;Context information;Language model;Large language model;Proactive dialog;Product information;Qualitative experiments;Uncertainty;Computational linguistics,,
rayyan-496397722,Can Large Language Models Serve as Rational Players in Game Theory? A Systematic Analysis,2024,,,Proceedings of the AAAI Conference on Artificial Intelligence,,38,16,17960-17967,"Fan, C. and Chen, J. and Jin, Y. and He, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180300663&doi=10.1609%2Faaai.v38i16.29751&partnerID=40&md5=28297e69476e834b806fcd7ac1ce9862,English,,,,"Export Date: 08 April 2026; Conference name: 38th AAAI Conference on Artificial Intelligence, AAAI 2024; Conference date: 20 February 2024 through 27 February 2024; Conference code: 198370",10.1609/aaai.v38i16.29751,Behavioral research;Computational linguistics;Computer games;Analytical tool;Empirical research;Fundamental principles;Human behaviors;Language games;Language model;Player behavior;Rational players;Social science research;Systematic analysis;Game theory,,
rayyan-496397723,Evolutionary game analysis of stakeholder privacy management in the AIGC model,2025,,,Operations Research Perspectives,,14,,,"Lv, Y. and Yang, J. and Sun, X. and Wu, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217918133&doi=10.1016%2Fj.orp.2025.100327&partnerID=40&md5=1964c22fb783758a3ecaca0ac641dcad,English,,,,Export Date: 08 April 2026,10.1016/j.orp.2025.100327,AIGC;Data privacy;Evolutionary game;Replicator dynamic equations,,
rayyan-496397724,Simulating Social Behavior of LLM-Based Autonomous Negotiator Agents in a Game-Theoretical Framework Using Multi-Agent Systems,2025,,,International Journal of Human-Computer Interaction,,41,23,15169-15178,"Mouri Zadeh Khaki, A. and Choi, A. and Seyyed-Kalantari, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005522808&doi=10.1080%2F10447318.2025.2495117&partnerID=40&md5=764b04fd3a45090216a3829bf68be7d2,English,,,,Export Date: 08 April 2026,10.1080/10447318.2025.2495117,Decision-making;game theory;large language models;multi-agent systems;social behavior;strategic reasoning;Autonomous agents;Economic and social effects;Emotional intelligence;Risk perception;Social behavior;Social psychology;Decisions makings;Evaluating systems;Game-theoretical framework;Language model;Large language model;Model-based OPC;Multiagent systems (MASs);Social behaviour;Strategic reasoning;System robustness;Consumer behavior,,
rayyan-496397725,CollabPersona: A Framework for Collaborative Decision Analysis in Persona Driven LLM-Based Multi-Agent Systems,2025,,,"IEEE International Workshop on Machine Learning for Signal Processing, MLSP",,,,,"Tamer, O.A. and Gümüş, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022136570&doi=10.1109%2FMLSP62443.2025.11204223&partnerID=40&md5=e718990add4372718d5a0a6418a0822b,English,,,,"Export Date: 08 April 2026; Conference name: 35th IEEE International Workshop on Machine Learning for Signal Processing, MLSP 2025; Conference date: 31 August 2025 through 3 September 2025; Conference code: 214260",10.1109/MLSP62443.2025.11204223,Collaborative Reasoning;Game Theory;Large Language Models;Multi-Agent Systems;Persona-Based Agents;Behavioral research;Computational methods;Decision theory;Distributed computer systems;Feedback;Human resource management;Intelligent agents;Multi agent systems;Collaborative decisions;Collaborative reasonings;Language model;Large language model;Model agents;Model-based OPC;Multiagent systems (MASs);Persona-based agent;Simulation framework;Single-agent;Game theory,,
rayyan-496397726,Beyond Frameworks: Unpacking Collaboration Strategies in Multi-Agent Systems,2025,,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,1,,21361-21375,"Wang, H. and Zhao, S. and Wang, J. and Qiang, Z. and Qin, B. and Liu, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021009139&doi=10.18653%2Fv1%2F2025.acl-long.1037&partnerID=40&md5=13acd25a66f35962da5f037a6d74135a,English,,,,"Export Date: 08 April 2026; Conference name: 63rd Annual Meeting of the Association for Computational Linguistics, ACL 2025; Conference date: 27 July 2025 through 1 August 2025; Conference code: 213612",10.18653/v1/2025.acl-long.1037,Computational efficiency;Computational linguistics;Intelligent agents;Multi agent systems;Agent collaboration;Architectural frameworks;Distributed tasks;Four dimensions;Granular mechanisms;Language model;Model-driven;Multi agent;Multiagent systems (MASs);Performance and scalabilities;Economic and social effects,,
rayyan-496397727,RE-EVALUATING OPEN-ENDED EVALUATION OF LARGE LANGUAGE MODELS,2025,,,"13th International Conference on Learning Representations, ICLR 2025",,,,51077-51104,"Liu, S. and Gemp, I. and Marris, L. and Piliouras, G. and Heess, N. and Lanctot, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010277265&partnerID=40&md5=3b922653ed5183eb93f07c0a356ff7cb,English,,,,"Export Date: 08 April 2026; Conference name: 13th International Conference on Learning Representations, ICLR 2025; Conference date: 24 April 2025 through 28 April 2025; Conference code: 209472",,'current;Candidate models;Game-theoretic;Language model;Model development;Rating system;Solution concepts;Game theory,,
rayyan-496397728,ChatGPT-enabled two-stage auctions for electric vehicle battery recycling,2024,,,Transportation Research Part E: Logistics and Transportation Review,,183,,,"Feng, J. and Ning, Y. and Wang, Z. and Li, G. and Xiu Xu, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184818998&doi=10.1016%2Fj.tre.2024.103453&partnerID=40&md5=3bddda6e59493ac8728fd1d7002b91c0,English,,,,Export Date: 08 April 2026,10.1016/j.tre.2024.103453,Battery recycling;ChatGPT;Information matching;Mechanism design;Two-stage auctions;Budget control;Commerce;Machine design;Numerical methods;Sales;Battery recycling;Chatbots;ChatGPT;Electric vehicle batteries;Information matching;Management systems;Matchings;Mechanism design;Primary objective;Two-stage auction;artificial intelligence;design;electric vehicle;electronic waste;model;recycling;Recycling,,
rayyan-496397729,Will Systems of LLM Agents Lead to Cooperation: An Investigation into a Social Dilemma Extended Abstract,2025,,,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",,,,2786-2788,"Willis, R. and Du, Y. and Leibo, J.Z.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009775821&partnerID=40&md5=682eb9e667aca28e38c31369adcfb8f3,English,,,,"Export Date: 08 April 2026; Conference name: 24th International Conference on Autonomous Agents and Multiagent Systems, AAMAS 2025; Conference date: 19 May 2025 through 23 May 2025; Conference code: 209812",,Emergent Behaviour;Game Theory;Multiagent System;Autonomous agents;Behavioral research;Multi agent systems;Cooperative strategy;Emergent behaviours;Extended abstracts;Iterated prisoner dilemmas;Language model;Model agents;Multi agent;Social dilemmas;State of the art;Game theory,,
rayyan-496397730,Nash Learning from Human Feedback,2024,,,Proceedings of Machine Learning Research,,235,,36743-36768,"Munos, R. and Valko, M. and Calandriello, D. and Azar, M.G. and Rowland, M. and Guo, D. and Tang, Y. and Geist, M. and Mesnard, T. and Fiegel, C. and Michi, A. and Selvi, M. and Girgin, S. and Momchev, N. and Bachem, O. and Mankowitz, D.J. and Precup, D. and Piot, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203818700&partnerID=40&md5=39a08d20514b92d2eb6a2c193931698f,English,,,,"Export Date: 08 April 2026; Conference name: 41st International Conference on Machine Learning, ICML 2024; Conference date: 21 July 2024 through 27 July 2024; Conference code: 201670",,Adversarial machine learning;Deep reinforcement learning;Federated learning;Reinforcement learning;Algorithmic solutions;Fine tuning;Language model;Nash equilibria;Parametric representations;Preference models;Reinforcement learning algorithms;Reinforcement learnings;Single input;Text generations;Contrastive Learning,,
rayyan-496397731,DipLLM: Fine-Tuning LLM for Strategic Decision-making in Diplomacy,2025,,,Proceedings of Machine Learning Research,,267,,69078-69095,"Xu, K. and Chai, J. and Li, S. and Fu, Y. and Zhu, Y. and Zhao, D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023636195&partnerID=40&md5=23496f13d31c4880068a3c99e6b21962,English,,,,"Export Date: 08 April 2026; Conference name: 42nd International Conference on Machine Learning, ICML 2025; Conference date: 13 July 2025 through 19 July 2025; Conference code: 340759",,Knowledge management;Personnel training;Tuning;AI systems;Computational resources;Cooperation and competitions;Equilibrium policy;Fine tuning;Language model;Multiplayer games;Performance;Small scale;Strategic decision making;Decision making,,
rayyan-496397732,LLM-guided decision-making toolkit for multi-agent reinforcement learning,2025,,,Neurocomputing,,638,,,"Li, Z. and Zhang, R. and Wang, Z. and Xie, Z. and Song, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002049872&doi=10.1016%2Fj.neucom.2025.130105&partnerID=40&md5=56743fa14138007d052c090b93992923,English,,,,Export Date: 08 April 2026,10.1016/j.neucom.2025.130105,Cold-start problem;LLM;MARL;SMAC;Adversarial machine learning;Contrastive Learning;Reinforcement learning;Cold start problems;Cooperative game;Decisions makings;Language model;Large language model;Multi agent;Multi-agent reinforcement learning;Natural languages;Reinforcement learning algorithms;Starcraft multi-agent challenge;algorithm;Article;communication software;decision making toolkit;environmental factor;information processing;large language model;network analysis;nonhuman;policy;problem behavior;reinforcement learning (machine learning);tool use;value decomposition network;Federated learning,,
rayyan-496397733,Evolving Strategies: LLMs as Game Players,2025,,,"4th International Conference on Sentiment Analysis and Deep Learning, ICSADL 2025 - Proceedings",,,,1009-1014,"Avinash, A. and Jain, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002456135&doi=10.1109%2FICSADL65848.2025.10933026&partnerID=40&md5=4260e1d88d9dae108927fe13664b4a04,English,,,,"Export Date: 08 April 2026; Conference name: 4th International Conference on Sentiment Analysis and Deep Learning, ICSADL 2025; Conference date: 18 February 2025 through 20 February 2025; Conference code: 207922",10.1109/ICSADL65848.2025.10933026,Game Theory;LLMs as Players;Two Player Tournament;Adaptive strategy;Cyber security;Game players;Game-theoretic;Language model;Large language model as player;Rational players;Two player tournament,,
rayyan-496397734,Jaynes machine: The universal microstructure of deep neural networks,2025,,,Computers and Chemical Engineering,,192,,,"Venkatasubramanian, V. and Sanjeevrajan, N. and Khandekar, M. and Sivaram, A. and Szczepanski, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208590283&doi=10.1016%2Fj.compchemeng.2024.108908&partnerID=40&md5=9bff3033f2da0ec4f88a6255d3fb18f4,English,,,,Export Date: 08 April 2026,10.1016/j.compchemeng.2024.108908,Arbitrage equilibrium;Boltzmann machine;Deep learning;Game theory;Hopfield networks;LLMs;Deep neural networks;Integrated circuit design;Multilayer neural networks;Neurons;Arbitrage equilibrium;Boltzmann machines;Deep learning;Energy functions;Function designs;Hopfield Networks;Large-scales;LLM;Neural network application;Neural-networks;Hopfield neural networks,,
rayyan-496397735,LLM-Empowered Creator Simulation for Long-Term Evaluation of Recommender Systems Under Information Asymmetry,2025,,,SIGIR 2025 - Proceedings of the 48th International ACM SIGIR Conference on Research and Development in Information Retrieval,,,,201-211,"Ye, X. and Xu, C. and Sun, Z. and Xu, J. and Wang, G. and Dong, Z. and Wen, J.-R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011828570&doi=10.1145%2F3726302.3730026&partnerID=40&md5=0672fe0227f65b361a69894beb7e291a,English,,,,"Export Date: 08 April 2026; Conference name: 48th International ACM SIGIR Conference on Research and Development in Information Retrieval, SIGIR 2025; Conference date: 13 July 2025 through 18 July 2025; Conference code: 210356",10.1145/3726302.3730026,Content Creator;Information Asymmetry;LLM-empowered Agent;Long-term Evaluation;Behavioral research;Human computer interaction;Intelligent agents;Interactive computer graphics;Recommender systems;Simulation platform;Condition;Content creators;Information asymmetry;Language model;Large language model-empowered agent;Long-term evaluation;Long-term sustainability;Real-world;System evaluation;User feedback;Game theory,,
rayyan-496397736,ALYMPICS: LLM Agents Meet Game Theory,2025,,,"Proceedings - International Conference on Computational Linguistics, COLING",,,,2845-2866,"Mao, S. and Cai, Y. and Xia, Y. and Wu, W. and Wang, X. and Wang, F. and Guan, Q. and Ge, T. and Wei, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218497118&partnerID=40&md5=8793af2916b5f431d34daef94e3455c7,English,,,,"Export Date: 08 April 2026; Conference name: 31st International Conference on Computational Linguistics, COLING 2025; Conference date: 19 January 2025 through 24 January 2025; Conference code: 206484",,Computational linguistics;Decision making;Case-studies;Controlled environment;Empirical investigation;Human like;Language model;Model agents;Olympics;Rational agents;Strategic interactions;Systematic framework;Game theory,,
rayyan-496397737,Dynamic Personality in LLM Agents: A Framework for Evolutionary Modeling and Behavioral Analysis in the Prisoner's Dilemma,2025,,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,,,23087-23100,"Zeng, W. and Wang, B. and Zhao, D. and Qu, Z. and He, R. and Hou, Y. and Hu, Q.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028597182&doi=10.18653%2Fv1%2F2025.findings-acl.1185&partnerID=40&md5=ff1f98a689481eef61181608cb4a7c3f,English,,,,"Export Date: 08 April 2026; Conference name: 63rd Annual Meeting of the Association for Computational Linguistics, ACL 2025; Conference date: 27 July 2025 through 1 August 2025; Conference code: 216594",10.18653/v1/2025.findings-acl.1185,Agents;Computational linguistics;Feedback;Social behavior;Social psychology;Behavioral analysis;Current modeling;Evolutionary models;Language model;Model agents;Modeling analyzes;Personality traits;Prisoners' Dilemma;Real-world;Social psychology;Autonomous agents,,
rayyan-496397738,A Multi-Agent LLM Environment for Software Design and Refactoring: A Conceptual Framework,2025,,,Conference Proceedings - IEEE SOUTHEASTCON,,,,488-493,"Rajendran, V. and Besiahgari, D. and Patil, S.C. and Chandrashekaraiah, M. and Challagulla, V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004581815&doi=10.1109%2FSoutheastCon56624.2025.10971563&partnerID=40&md5=1fb45ce4842d71a3f634e31a3174dc93,English,,,,"Export Date: 08 April 2026; Conference name: 2025 IEEE SoutheastCon, SoutheastCon 2025; Conference date: 22 March 2025 through 30 March 2025; Conference code: 208545",10.1109/SoutheastCon56624.2025.10971563,Agent specialization;Auction mechanisms;Code quality;Consensus protocols;Large Language Models;Multi-agent systems;Software refactoring;Application programs;Autonomous agents;Computer aided software engineering;Computer operating systems;Computer software maintenance;Computer software selection and evaluation;Formal methods;Intelligent agents;Search engines;Software packages;Software quality;Software reliability;Agent specialization;Auctions mechanisms;Code quality;Consensus protocols;Language model;Large language model;Multi agent;Multiagent systems (MASs);Software refactoring;Specialisation;Software design,,
rayyan-496397739,GTBENCH: Uncovering the Strategic Reasoning Limitations of LLMs via Game-Theoretic Evaluations,2024,,,Advances in Neural Information Processing Systems,,37,,,"Duan, J. and Zhang, R. and Diffenderfer, J. and Kailkhura, B. and Sun, L. and Stengel-Eskin, E. and Bansal, M. and Chen, T. and Xu, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000548036&partnerID=40&md5=1ad8eb543d5f2d018732626536fe8279,English,,,,"Export Date: 08 April 2026; Conference name: 38th Conference on Neural Information Processing Systems, NeurIPS 2024; Conference date: 9 December 2024 through 15 December 2024; Conference code: 207061",,"",,
rayyan-496397740,Too Much Information? Investigating Information Disclosure in Auction Systems with LLM Simulations,2025,,,Conference on Human Factors in Computing Systems - Proceedings,,,,,"Yin, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005772096&doi=10.1145%2F3706599.3720022&partnerID=40&md5=78c3c341e4efae180fdd095ce03bf8e3,English,,,,"Export Date: 08 April 2026; Conference name: 2025 CHI Conference on Human Factors in Computing Systems, CHI EA 2025; Conference date: 26 April 2025 through 1 May 2025; Conference code: 208611",10.1145/3706599.3720022,Digital Advertising System;Information Asymmetry;Large Language Models (LLMs);Mechanism Design;Multi-Agent Simulation;Strategic Information Disclosure;Bibliographies;Decision making;Electronic money;Electronic publishing;Glossaries;Reviews;Advertising systems;Digital advertizing;Digital advertizing system;Information asymmetry;Information disclosure;Language model;Large language model;Mechanism design;Multi-agents simulations;Strategic information disclosure;Open access,,
rayyan-496397741,LLMsPark: A Benchmark for Evaluating Large Language Models in Strategic Gaming Contexts,2025,,,"EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2025",,,,182-194,"Chen, J. and Sun, J. and Li, X. and Xin, H. and Xue, Y. and Xu, Y. and Zhao, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028982943&doi=10.18653%2Fv1%2F2025.findings-emnlp.12&partnerID=40&md5=37f7cfe59e90acf188d63e2ea2be7f6a,English,,,,"Export Date: 08 April 2026; Conference name: 30th Conference on Empirical Methods in Natural Language Processing, EMNLP 2025; Conference date: 4 November 2025 through 9 November 2025; Conference code: 216600",10.18653/v1/2025.findings-emnlp.12,Behavioral research;Computational linguistics;Decision making;Decision theory;Game theory;Natural language processing systems;Comprehensive evaluation;Decision-making strategies;Dynamic behaviors;Evaluation platforms;Game-theoretic;Language model;Modeling decision makings;Social behaviour;Strategic Behavior;Theory-based evaluation;Multi agent systems,,
rayyan-496397742,Can LLMs effectively provide game-theoretic-based scenarios for cybersecurity?,2025,,,Frontiers in Computer Science,,7,,,"Proverbio, D. and Buscemi, A. and Di Stefano, A. and Han, T.A. and Castignani, G. and Liò, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026480904&doi=10.3389%2Ffcomp.2025.1703586&partnerID=40&md5=68197b0572fd3f7fd067faf2530fdbc8,English,,,,Export Date: 08 April 2026,10.3389/fcomp.2025.1703586,cybersecurity;eavesdropping;game theory;generative AI;large language model;network security;Prisoner's Dilemma;zero-sum game,,
rayyan-496397743,Efficient Federated Learning With Quality-Aware Generated Models: An Incentive Mechanism,2025,,,IEEE Internet of Things Journal,,12,2,1628-1642,"Zhang, H. and Li, P. and Dai, M. and Wu, Y. and Qian, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204534924&doi=10.1109%2FJIOT.2024.3461329&partnerID=40&md5=9e2c91a733eac4dc6fe8e96c303b6b91,English,,,,Export Date: 08 April 2026,10.1109/JIOT.2024.3461329,Data compensation;federated learning (FL);generative artificial intelligence (AI);incentive mechanism;Adversarial machine learning;Contrastive Learning;Data accuracy;Generative adversarial networks;Data compensation;Data heterogeneity;Distributed data;Generative artificial intelligence;Incentive mechanism;Learning performance;Matching mechanisms;Slow convergences;Test accuracy;Training framework;Federated learning,,
rayyan-496397744,Dynamic Decision-Making in Tank War Game: An LLM-Based AI Framework,2025,,,"Proceedings of the 2nd International Conference on Artificial Intelligence of Things and Computing, AITC 2025",,,,27-31,"Yan, X. and Wang, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020383221&doi=10.1145%2F3762329.3762334&partnerID=40&md5=9d70c5bd74c5089778563e74559181b8,English,,,,"Export Date: 08 April 2026; Conference name: 2nd International Conference on Artificial Intelligence of Things and Computing, AITC 2025; Conference date: 25 July 2025 through 27 July 2025; Conference code: 213010",10.1145/3762329.3762334,Decision-Making Process;Deep learning;Intelligent Agent;Large Language Model (LLM);Behavioral research;Computer games;Cost effectiveness;Decision making;Deep learning;Deep reinforcement learning;Game theory;Human computer interaction;Interactive computer systems;Memory architecture;Motion planning;Real time systems;Reinforcement learning;Tanks (containers);Tanks (military);Decision-making process;Deep learning;Game AI;Interpretability;Language model;Large language model;Model-based OPC;Real- time;Strategic reasoning;Tacticals;Intelligent agents,,
rayyan-496397745,Evolutionary Ecology of Words,2025,,,"2025 IEEE Symposium on Computational Intelligence in Artificial Life and Cooperative Intelligent Systems, ALIFE-CIS 2025",,,,,"Suzuki, R. and Arita, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005137203&doi=10.1109%2FALIFE-CIS64968.2025.10979831&partnerID=40&md5=52549c59a29c429838894f1be16e8022,English,,,,"Export Date: 08 April 2026; Conference name: 2025 IEEE Symposium on Computational Intelligence in Artificial Life and Cooperative Intelligent Systems, ALIFE-CIS 2025; Conference date: 17 March 2025 through 20 March 2025; Conference code: 208620",10.1109/ALIFE-CIS64968.2025.10979831,agent-based models;artificial life;evolutionary game theory;large language models;Abiotic;Invertebrates;Livestock;Mammals;Agent-based model;Artificial Life;Evolutionary ecology;Evolutionary game theory;Game-theory based model;Language model;Large language model;Linguistic expressions;Model-based OPC;Spatial environments;Biotic,,
rayyan-496397746,Cognitive-Enhanced Hierarchical Coordination for Lunar Energy Storage IoT Systems,2025,,,"BlockNetSys 2025 - Proceedings of the 2025 ACM CoNEXT Workshop on Blockchain-Network Synergy, Co-Located with CoNEXT 2025",,,,18-24,"Xu, Z. and Zhang, Q. and Lin, J. and Wen, F. and Mu, J. and Zou, Y. and Ding, Y. and Lin, Z. and He, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026283164&doi=10.1145%2F3769698.3771225&partnerID=40&md5=f7e3b174cceee60f045fdb22c2808694,English,,,,"Export Date: 08 April 2026; Conference name: 2025 ACM CoNEXT Workshop on Blockchain-Network Synergy, BlockNetSys 2025; Conference date: 1 December 2025 through 4 December 2025; Conference code: 215475",10.1145/3769698.3771225,cognitive agents;iot coordination;lunar energy storage;semantic understanding;stackelberg game;Cognitive systems;Computation theory;Coordination reactions;Data storage equipment;Energy storage;Hierarchical systems;Intelligent agents;Safety engineering;Semantics;Space research;Storage management;Cognitive agents;Deep-space exploration;Energy;Hierarchical coordination;Iot coordination;Lunar energy storage;Semantics understanding;Space exploration mission;Stackelberg Games;Storage nodes;Lunar missions,,
rayyan-496397747,Towards Logically Sound Natural Language Reasoning with Logic-Enhanced Language Model Agents,2025,,,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI",,,,838-842,"Mensfelt, A. and Stathis, K. and Trencsenyi, V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031894963&doi=10.1109%2FICTAI66417.2025.00122&partnerID=40&md5=1217cf87534ea4de15d8e5f7db7434a7,English,,,,"Export Date: 08 April 2026; Conference name: 37th IEEE International Conference on Tools with Artificial Intelligence, ICTAI 2025; Conference date: 3 November 2025 through 5 November 2025; Conference code: 218234",10.1109/ICTAI66417.2025.00122,Autoformalization;Large Language Models;Logical Validation;Natural Language Reasoning;Computational linguistics;Computer circuits;Formal logic;Game theory;Natural language processing systems;Autoformalization;Ground truth;Language model;Large language model;Logical errors;Logical validation;Model agents;Natural language reasoning;Natural languages;Reasoners;Agents,,
rayyan-496397748,Humans Predict the Nash Equilibrium as an Outcome of a Multi-Agent Public Goods Game,2025,,,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI",,,,1344-1349,"Sabato, Y. and Hazon, N. and Azaria, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031893875&doi=10.1109%2FICTAI66417.2025.00195&partnerID=40&md5=c79083a6b7eb746287e390355ecfe5ba,English,,,,"Export Date: 08 April 2026; Conference name: 37th IEEE International Conference on Tools with Artificial Intelligence, ICTAI 2025; Conference date: 3 November 2025 through 5 November 2025; Conference code: 218234",10.1109/ICTAI66417.2025.00195,Large Language Models;Multi Agent Public Goods Games;Nash Equilibrium;Computation theory;Forecasting;Game theory;Graph theory;Human computer interaction;Intelligent agents;Nash equilibrium;In networks;Language model;Large language model;Multi agent;Multi agent public good game;Nash equilibria;Network game;Public goods;Public goods games;Strategic game;Multi agent systems,,
rayyan-496397749,Stochastic Differential Games and a Unified Forward–Backward Coupled Stochastic Partial Differential Equation with Lévy Jumps,2024,,,Mathematics,,12,18,,"Dai, W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205074040&doi=10.3390%2Fmath12182891&partnerID=40&md5=cd497e7e9f165ebd80317f82ee470b87,English,,,,Export Date: 08 April 2026,10.3390/math12182891,diffusion transformer;discontinuous Lévy jump;forward and backward coupling;non-Gaussian noise;non-zero-sum game;stochastic differential game;stochastic partial differential equation;zero-sum game,,
rayyan-496397750,Evaluating Theory-of-Mind in Large Language Models Through Opponent Modeling,2025,,,IVA 2025 - Proceedings of the 25th ACM International Conference on Intelligent Virtual Agents,,,,,"Kuru, E. and Dogru, A. and Dogan, M. and Aydogan, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021312593&doi=10.1145%2F3717511.3747081&partnerID=40&md5=4f6575e3f7eba2e8ae31da7b0f37409d,English,,,,"Export Date: 08 April 2026; Conference name: 25th International Conference on Intelligent Virtual Agents, IVA 2025; Conference date: 16 September 2025 through 19 September 2025; Conference code: 213615",10.1145/3717511.3747081,Large Language Models;Negotiation;Theory of Mind;Computational methods;Human computer interaction;Human engineering;Social aspects;Agent's preferences;Core components;Language model;Large language model;Mental state;Negotiation;Opponent models;Social intelligence;Strategic interactions;Theory of minds;Modeling languages,,
rayyan-496397751,Human Alignment of Large Language Models through Online Preference Optimisation,2024,,,Proceedings of Machine Learning Research,,235,,5409-5435,"Calandriello, D. and Guo, Z.D. and Munos, R. and Rowland, M. and Tang, Y. and Pires, B.A. and Richemond, P.H. and Le Lan, C. and Valko, M. and Liu, T. and Joshi, R. and Zheng, Z. and Piot, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203820046&partnerID=40&md5=d5a683d601851ce4f10a453f8261a3fe,English,,,,"Export Date: 08 April 2026; Conference name: 41st International Conference on Machine Learning, ICML 2024; Conference date: 21 July 2024 through 27 July 2024; Conference code: 201670",,Reinforcement learning;Alignment methods;Generalisation;Language model;Model outputs;Off-line methods;Online versions;Preference models;Preference optimizations;Reinforcement learnings;Users' experiences;Nash equilibrium,,
rayyan-496397752,ADVANTAGE ALIGNMENT ALGORITHMS,2025,,,"13th International Conference on Learning Representations, ICLR 2025",,,,71011-71036,"Duque, J. and Aghajohari, M. and Cooijmans, T. and Ciuca, R. and Zhang, T. and Gidel, G. and Courville, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010214433&partnerID=40&md5=d3871b57a92367ef9b31421abeaf963e,English,,,,"Export Date: 08 April 2026; Conference name: 13th International Conference on Learning Representations, ICLR 2025; Conference date: 24 April 2025 through 28 April 2025; Conference code: 209472",,"",,
rayyan-496397753,Maximizing the Social Welfare of Decentralized Knowledge Inference Through Evolutionary Game,2024,,,"IEEE INFOCOM 2024 - IEEE Conference on Computer Communications Workshops, INFOCOM WKSHPS 2024",,,,,"Chi, Y. and Zhang, Q. and Sun, J. and Cai, W. and Wang, Z.J. and Leung, V.C.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003171502&doi=10.1109%2FINFOCOMWKSHPS61880.2024.10620663&partnerID=40&md5=87f8b5d3ebff6ab205a37f4555916c14,English,,,,"Export Date: 08 April 2026; Conference name: 2024 IEEE Conference on Computer Communications Workshops, INFOCOM WKSHPS 2024; Conference date: 20 May 2024 through 20 May 2024; Conference code: 201757",10.1109/INFOCOMWKSHPS61880.2024.10620663,decentralized computing;evolutionary game theory;reputation system;Decentralized systems;Data heterogeneity;Decentralised;Decentralized computing;Domain knowledge;Evolutionary game theory;Evolutionary games;Heterogeneous datasets;Language model;Reputation systems;Social welfare;Differential privacy,,
