key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-496397750,Evaluating Theory-of-Mind in Large Language Models Through Opponent Modeling,2025,,,IVA 2025 - Proceedings of the 25th ACM International Conference on Intelligent Virtual Agents,,,,,"Kuru, E. and Dogru, A. and Dogan, M. and Aydogan, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021312593&doi=10.1145%2F3717511.3747081&partnerID=40&md5=4f6575e3f7eba2e8ae31da7b0f37409d,English,,,,"Export Date: 08 April 2026; Conference name: 25th International Conference on Intelligent Virtual Agents, IVA 2025; Conference date: 16 September 2025 through 19 September 2025; Conference code: 213615",10.1145/3717511.3747081,Large Language Models;Negotiation;Theory of Mind;Computational methods;Human computer interaction;Human engineering;Social aspects;Agent's preferences;Core components;Language model;Large language model;Mental state;Negotiation;Opponent models;Social intelligence;Strategic interactions;Theory of minds;Modeling languages,,
rayyan-496397762,Evaluating and Enhancing LLMs Agent Based on Theory of Mind in Guandan: A Multi-Player Cooperative Game Under Imperfect Information,2024,,,"Proceedings - 2024 IEEE/WIC International Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2024",,,,461-465,"Yim, Y. and Chan, C. and Shi, T. and Deng, Z. and Fan, W. and Zheng, T. and Song, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007140946&doi=10.1109%2FWI-IAT62293.2024.00074&partnerID=40&md5=e6ab4881d5f4a4bdc6f5c56884b17631,English,,,,"Export Date: 08 April 2026; Conference name: 2024 IEEE/WIC International Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2024; Conference date: 9 December 2024 through 12 December 2024; Conference code: 208696",10.1109/WI-IAT62293.2024.00074,LLM Agent;Multi-agent Collaboration;Theory of Mind;Autonomous agents;Multi agent systems;'current;Agent collaboration;Imperfect information;Language model;Large language model agent;Model agents;Multi agent;Multi-agent collaboration;Performance;Theory of minds;Reinforcement learning,,
rayyan-496397763,Fine-Grained and Thematic Evaluation of LLMs in Social Deduction Game,2025,,,IEEE Access,,13,,165276-165289,"Kim, B. and Seo, D. and Kim, M. and Kim, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017161416&doi=10.1109%2FACCESS.2025.3611399&partnerID=40&md5=3eeead9be25301cc32b9efb9748f955f,English,,,,Export Date: 08 April 2026,10.1109/ACCESS.2025.3611399,autonomous game players;intelligent agents;Large language models;natural language processing;role-playing games;social deduction games;Game theory;Autonomous game player;Fine grained;Game players;Language model;Language processing;Large language model;Natural language processing;Natural languages;Role-playing game;Social deduction game;Intelligent agents,,
rayyan-496397769,Combining Code Generating Large Language Models and Self-Play to Iteratively Refine Strategies in Games,2025,,,IJCAI International Joint Conference on Artificial Intelligence,,,,10999-11003,"Bachrach, Y. and Toledo, E. and Hambardzumyan, K. and Magka, D. and Josifoski, M. and Jiang, M. and Foerster, J. and Raileanu, R. and Shavrina, T. and Cancedda, N. and Ruderman, A. and Millican, K. and Lupu, A. and Hazra, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021838924&doi=10.24963%2Fijcai.2025%2F1249&partnerID=40&md5=76ba5acad06cf36e85ddbb056a3cba17,English,,,,"Export Date: 08 April 2026; Conference name: 34th Internationa Joint Conference on Artificial Intelligence, IJCAI 2025; Conference date: 16 August 2025 through 22 August 2025; Conference code: 214151",10.24963/ijcai.2025/1249,Artificial intelligence;Bot (Internet);Botnet;Computation theory;Computer games;Game theory;'current;Computer codes;Equilibrium mixtures;Game-theoretic;Language model;Multiplayer games;Nash equilibria;Self-play;Codes (symbols),,
rayyan-496397771,Playing games with GPT: What can we learn about a large language model from canonical strategic games?,2024,,,ECONOMICS BULLETIN,,44,1,,"Brookins, P and Debacker, J",,English,,"Univ South Carolina, Columbia, SC 29208 USA",,"",,"",,
rayyan-496397775,Large Language Models Playing Mixed Strategy Nash Equilibrium Games,2025,,,"NETWORK GAMES, ARTIFICIAL INTELLIGENCE, CONTROL AND OPTIMIZATION, NETGCOOP 2024",,15185,,142-152,"Silva, A",,English,,"Nokia Bell Labs, Massy, France",,"",10.1007/978-3-031-78600-6_13,Game Theory;LLMs;Generative AI,,
rayyan-496397780,Game-theory behaviour of large language models: The case of Keynesian beauty contests,2025,6,1,ECONOMICS AND BUSINESS REVIEW,,11,2,119-148,"Lu, SE",,English,,"Univ Edinburgh, Sch Econ, 30 Buccleuch Pl, Edinburgh EH89JT, Scotland",,"",10.18559/ebr.2025.2.2182,large language models;economic games;strategic interactions;C63;C70;C90,,
rayyan-496397781,Too Much Information? Investigating Information Disclosure in Auction Systems with LLM Simulations,2025,,,"EXTENDED ABSTRACTS OF THE 2025 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2025",,,,,"Yin, Y and ACM",,English,,,,"",10.1145/3706599.3720022,Multi-Agent Simulation;Information Asymmetry;Strategic Information Disclosure;Large Language Models (LLMs);Mechanism Design;Digital Advertising System,,
rayyan-496397784,Artificial intelligence and strategic uncertainty: Can AI play mixed strategies?,2025,10,,JOURNAL OF RISK AND UNCERTAINTY,,71,2,139-158,"Mccannon, BC",,English,,"Illinois Wesleyan Univ, Robert S Eckley Endowed Chair Econ & Dean, Sch Business & Econ, 1312 Pk St, Bloomington, IL 61701 USA",,"",10.1007/s11166-025-09467-5,artificial intelligence;ChatGPT;Minimax hypothesis;Mixed strategy;Robinson crusoe fallacy;Serial correlation;Strategic uncertainty;D91;C72;RANDOM NUMBER GENERATION;MINIMAX PLAY;COGNITIVE-ABILITY;DECISION-MAKING;PROFESSIONALS;EQUILIBRIA;EXPERIENCE;GAMES;UNIQUE,,
rayyan-496397794,Talking terms: Agent information in LLM supply chain bargaining,2026,2,,DECISION SCIENCES,,57,1,9-23,"Kirshner, SN and Pan, YW and Wu, JX and Gould, A",,English,,"[""UNSW Sydney, UNSW Business Sch, Sydney, Australia"", ""Zhejiang Gongshang Univ, Coll Econ, Hangzhou, Peoples R China""]",,"",10.1111/deci.70010,artificial intelligence;ChatGPT;large language models;negotiation;supply chain bargaining;CONTRACTS;INVESTMENT,,
rayyan-496397808,Strategizing with AI: Insights from a beauty contest experiment,2025,12,,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,,240,,,"Alekseenko, I and Dagaev, D and Paklina, S and Parshakov, P",,English,,"[""HSE Univ, Lab Sports Studies, Moscow, Russia"", ""Univ Lausanne, HEC Lausanne, Lausanne, Switzerland"", ""New Econ Sch, Moscow, Russia"", ""HSE Univ, Int Lab Intangible Driven Econ, Moscow, Russia""]",,"",10.1016/j.jebo.2025.107330,p -beauty contest;Guess the number;Dominant strategy;AI;LLM;COGNITIVE-ABILITY;GAME;BEHAVIOR;CHESS,,
